,loc
6643,"48.834419,2.389691"
6644,"48.856495,2.346871"
6645,"48.928503,2.3632"
6646,"48.844784,2.407769"
6647,"48.857808,2.34444"
6648,"48.89217,2.361641"
6649,"48.85292,2.262467"
6650,"48.879012,2.37144"
6651,"48.821038,2.319714"
6652,"48.86133,2.324571"
6653,"48.834658,2.389568"
6654,"48.875742,2.359304"
6655,"48.834421,2.389711"
6656,"48.850403,2.283324"
6657,"48.834476,2.389744"
6658,"48.830826,2.292124"
6659,"48.889985,2.325136"
6660,"48.834328,2.389855"
6661,"48.83438,2.38985"
6662,"48.8343797,2.3895622"
6663,"48.844801,2.37276"
6664,"48.834441,2.389639"
6665,"48.898818,2.223029"
6666,"48.913093,2.438593"
6667,"48.834546,2.389648"
6668,"48.898973,2.223921"
6669,"48.85768,2.297313"
6670,"48.857481,2.274308"
6671,"48.873948,2.395067"
6672,"48.85587,2.36636"
6673,"48.835931522,2.399768156"
6674,"48.874551,2.372815"
6675,"48.83353,2.296125"
6676,"48.860369,2.378948"
6677,"48.863341,2.335093"
6678,"48.858427,2.284951"
6679,"48.85045,2.381403"
6680,"48.846254,2.314165"
6681,"48.873415,2.352829"
6682,"48.881998,2.351838"
6683,"48.876958,2.319419"
6684,"48.8495,2.34484"
6685,"48.831084,2.344515"
6686,"48.886238,2.356518"
6687,"48.852909,2.262609"
6688,"48.871607,2.30184"
6689,"48.888387,2.302681"
6690,"48.856799,2.327709"
6691,"48.878952,2.318503"
6692,"48.872668,2.376215"
6693,"48.83184,2.321863"
6694,"48.852758,2.334889"
6695,"48.874141,2.379826"
6696,"48.834519,2.389648"
6697,"48.864711,2.288698"
6698,"48.836662,2.304805"
6699,"48.87972,2.327217"
6700,"48.841459,2.291269"
6701,"48.869422,2.333036"
6702,"48.862143,2.283067"
6703,"48.850438,2.391991"
6704,"48.884268,2.330493"
6705,"48.858301,2.29801"
6706,"48.822184,2.363319"
6707,"48.831471,2.277299"
6708,"48.841602,2.307897"
6709,"48.886019,2.399061"
6710,"48.834519,2.389777"
6711,"48.877868,2.366406"
6712,"48.823095,2.324247"
6713,"48.866518,2.386942"
6714,"48.868964,2.395311"
6715,"48.894429,2.351674"
6716,"48.851219,2.326607"
6717,"48.820257,2.339812"
6718,"48.831951216,2.352823302"
6719,"48.886124,2.320557"
6720,"48.843886,2.322776"
6721,"48.880113,2.304406"
6722,"48.834494,2.389595"
6723,"48.834505,2.389642"
6724,"48.945623,2.480161"
6725,"48.83455,2.389762"
6726,"48.859304,2.307047"
6727,"48.857937,2.272462"
6728,"48.931803,2.38294"
6729,"48.856421,2.287108"
6730,"48.8573641,2.3783542"
6731,"48.859491,2.293054"
6732,"48.834506,2.389681"
6733,"48.835264489,2.25546774"
6734,"48.860671147,2.282187759"
6735,"48.832362624,2.362601325"
6736,"48.896308,2.384199"
6737,"48.839917536,2.290220138"
6738,"48.839588,2.262301"
6739,"48.843169615,2.264708245"
6740,"48.854244,2.319801"
6741,"48.8624844,2.3045001"
6742,"48.874639,2.302378"
6743,"48.834434,2.389667"
6744,"48.828271,2.319339"
6745,"48.834519,2.389943"
6746,"48.84354933,2.297773719"
6747,"48.847533,2.297275"
6748,"48.841847,2.300575"
6749,"48.8467227,2.3916896"
6750,"48.842309,2.410778"
6751,"48.834519,2.389727"
6752,"48.826787,2.327428"
6753,"48.868787,2.427267"
6754,"48.894433,2.381353"
6755,"48.834573,2.29587"
6756,"48.834483,2.389707"
6757,"48.825285,2.314198"
6758,"48.867848,2.408769"
6759,"48.865088,2.407233"
6760,"48.8608,2.35769"
6761,"48.834711,2.337982"
6762,"48.808145,2.355971"
6763,"48.91569,2.443721"
6764,"48.828953,2.306548"
6765,"48.8340188,2.3901656"
6766,"48.834546,2.389686"
6767,"48.834442,2.389713"
6768,"48.856769,2.330704"
6769,"48.846009,2.310384"
6770,"48.834323,2.389844"
6771,"48.853955,2.367475"
6772,"48.836684,2.304893"
6773,"48.85267,2.335038"
6774,"48.869512,2.332659"
6775,"48.837999,2.303974"
6776,"48.852813,2.36016"
6777,"48.88462,2.311348"
6778,"48.837365,2.253128"
6779,"48.871662403,2.387573564"
6780,"48.881746,2.322498"
6781,"48.870623,2.360559"
6782,"48.873013,2.291753"
6783,"48.859767,2.316967"
6784,"48.898702,2.374531"
6785,"48.830451,2.276319"
6786,"48.867552207,2.398822217"
6787,"48.845531,2.311669"
6788,"48.84871,2.298598"
6789,"48.882067,2.336505"
6790,"48.871569,2.330829"
6791,"48.880617,2.362174"
6792,"48.838274,2.371611"
6793,"48.846823,2.38007"
6794,"48.893965,2.383826"
6795,"48.866832,2.36161"
6796,"48.869467,2.313126"
6797,"48.835672,2.372201"
6798,"48.886282,2.328353"
6799,"48.865118,2.407235"
6800,"48.879303,2.362278"
6801,"48.860785,2.361081"
6802,"48.829522,2.379428"
6803,"48.867779,2.342618"
6804,"48.843243,2.281383"
6805,"48.852598114,2.299705653"
6806,"48.858608,2.30761"
6807,"48.834854,2.373774"
6808,"48.895835,2.323699"
6809,"48.881028,2.283622"
6810,"48.899478,2.352431"
6811,"48.870581,2.34937"
6812,"48.846968,2.34172"
6813,"48.844927,2.346589"
6814,"48.867106,2.287798"
6815,"48.84073,2.258532"
6816,"48.890535,2.29838"
6817,"48.841444682,2.315543758"
6818,"48.82528,2.314067"
6819,"48.821737,2.343118"
6820,"48.846110155,2.310391321"
6821,"48.844987,2.28621"
6822,"48.873002,2.410085"
6823,"48.889432654,2.340646459"
6824,"48.840461,2.400617"
6825,"48.842558,2.268978"
6826,"48.885754,2.394613"
6827,"48.834391,2.389899"
6828,"48.876567,2.377945"
6829,"48.88563,2.364121"
6830,"48.82447,2.323355"
6831,"48.815118,2.34935"
6832,"48.83079,2.399258"
6833,"48.874461,2.393123"
6834,"48.869947,2.409295"
6835,"48.870003,2.301463"
6836,"48.903098,2.387235"
6837,"48.834481,2.389653"
6838,"48.859196,2.28693"
6839,"48.833372,2.295938"
6840,"48.89292,2.311391"
6841,"48.895491,2.359657"
6842,"48.862181,2.399462"
6843,"48.838834,2.276097"
6844,"48.892638,2.30414"
6845,"48.898958,2.378136"
6846,"48.834287,2.389309"
6847,"48.860101,2.435378"
6848,"48.94927,2.280768"
6849,"48.834555,2.389638"
6850,"48.855909,2.264645"
6851,"48.853547,2.4095"
6852,"48.834559,2.389542"
6853,"48.823581,2.322337"
6854,"48.875356,2.179171"
6855,"48.834456,2.389735"
6856,"48.895042,2.359606"
6857,"48.834413,2.389851"
6858,"48.862533,2.403073"
6859,"48.890536,2.298413"
6860,"48.834419,2.389639"
6861,"48.8343459,2.3896206"
6862,"48.834427,2.389759"
6863,"48.855657,2.333616"
6864,"48.869803,2.301474"
6865,"48.894036,2.381731"
6866,"48.860786,2.357707"
6867,"48.875846,2.4026"
6868,"48.851185,2.404183"
6869,"48.839102,2.2546"
6870,"48.882225,2.332502"
6871,"48.831255,2.292703"
6872,"48.877999,2.341"
6873,"48.834377,2.389744"
6874,"48.869446,2.293955"
6875,"48.834237,2.389785"
6876,"48.865811,2.301448"
6877,"48.885066,2.383756"
6878,"48.8029,2.414865"
6879,"48.756353,2.289703"
6880,"48.829111,2.302464"
6881,"48.836686,2.317014"
6882,"48.885255,2.395848"
6883,"48.854195,2.400082"
6884,"48.84779,2.271885"
6885,"48.884739,2.35247"
6886,"48.85999,2.290339"
6887,"48.84895,2.413277"
6888,"48.862506,2.406208"
6889,"48.829153,2.302537"
6890,"48.862040739,2.26992975"
6891,"48.834456,2.389771"
6892,"48.823788,2.329152"
6893,"48.834481,2.389734"
6894,"48.863426,2.384488"
6895,"48.882762,2.359369"
6896,"48.832286,2.313312"
6897,"48.844402,2.294725"
6898,"48.890484,2.348438"
6899,"48.864187,2.290334"
6900,"48.864075532,2.358961062"
6901,"48.8634546,2.3348226"
6902,"48.83498,2.305596"
6903,"48.822546,2.346584"
6904,"48.833824,2.32743"
6905,"48.852881,2.386035"
6906,"48.859830262,2.296623359"
6907,"48.874263,2.289804"
6908,"48.898889,2.37445"
6909,"48.863985,2.372206"
6910,"48.876396,2.345255"
6911,"48.857005,2.341921"
6912,"48.825679,2.311451"
6913,"48.868969,2.275908"
6914,"48.881486489,2.353887417"
6915,"48.870134,2.486094"
6916,"48.896423,2.375952"
6917,"48.875953,2.38068"
6918,"48.899449,2.352445"
6919,"48.852534,2.383486"
6920,"48.822070379,2.356278801"
6921,"48.847142,2.305322"
6922,"48.879619,2.372641"
6923,"48.853641,2.392396"
6924,"48.871516,2.279261"
6925,"48.886543,2.332817"
6926,"48.822461,2.346642"
6927,"48.845656,2.371037"
6928,"48.852534,2.341098"
6929,"48.862449,2.406255"
6930,"48.898591,2.223705"
6931,"48.834446,2.389801"
6932,"48.837667,2.297522"
6933,"48.83342,2.315608"
6934,"48.837958,2.30403"
6935,"48.841051,2.34387"
6936,"48.8268,2.348203"
6937,"48.821095,2.378479"
6938,"48.856219,2.365063"
6939,"48.848346,2.332627"
6940,"48.863842,2.352178"
6941,"48.839301,2.255909"
6942,"48.83467,2.400798"
6943,"48.820689,2.34169"
6944,"48.841153,2.39421"
6945,"48.848758,2.347122"
6946,"48.849066,2.413235"
6947,"48.872506,2.384403"
6948,"48.834374,2.389528"
6949,"48.809518,2.376656"
6950,"48.895138,2.359333"
6951,"48.845488,2.311744"
6952,"48.838765,2.299419"
6953,"48.834473,2.389852"
6954,"48.860899,2.329321"
6955,"48.879508,2.348773"
6956,"48.856908,2.324495"
6957,"48.892006,2.384592"
6958,"48.830582,2.311718"
6959,"48.834208,2.389787"
6960,"48.8343884,2.3897"
6961,"48.841447,2.307911"
6962,"48.862378,2.373579"
6963,"48.869066492,2.304386118"
6964,"48.846846847,2.38205349"
6965,"48.899198,2.22405"
6966,"48.835928596,2.399759377"
6967,"48.834479,2.389531"
6968,"48.873923,2.405093"
6969,"48.911753,2.362415"
6970,"48.834536,2.389865"
6971,"48.834572,2.389823"
6972,"48.869591,2.313228"
6973,"48.840903,2.404907"
6974,"48.839612,2.284034"
6975,"48.83446,2.389723"
6976,"48.856335,2.349412"
6977,"48.948913,2.280606"
6978,"48.834562,2.389846"
6979,"48.8343766,2.3895266"
6980,"48.85576,2.407663"
6981,"48.8324978,2.3894751"
6982,"48.834499,2.389758"
6983,"48.833852,2.327685"
6984,"48.827270152,2.367075363"
6985,"48.842813,2.383342"
6986,"48.648796,2.290724"
6987,"48.841844,2.269629"
6988,"48.834525,2.389531"
6989,"48.834345,2.389503"
6990,"48.888471,2.29671"
6991,"48.828458,2.319516"
6992,"48.898741,2.223831"
6993,"48.842282,2.310648"
6994,"48.834365,2.389633"
6995,"48.965863,2.359236"
6996,"48.898123,2.223985"
6997,"48.862183,2.286855"
6998,"48.873109,2.283518"
6999,"48.834482,2.389801"
7000,"48.834057,2.389421"
7001,"48.834577,2.389657"
7002,"48.863263,2.409128"
7003,"48.944497,2.290711"
7004,"48.895232,2.337561"
7005,"48.830228,2.299808"
7006,"48.836349,2.312152"
7007,"48.8344,2.389686"
7008,"48.847447,2.343677"
7009,"48.858744,2.30336"
7010,"48.866978292,2.373365486"
7011,"48.843228,2.281092"
7012,"48.834537,2.389623"
7013,"48.856416,2.346801"
7014,"48.833972,2.367539"
7015,"48.828604,2.303343"
7016,"48.834375,2.389691"
7017,"48.831256,2.306679"
7018,"48.868876,2.395146"
7019,"48.880273,2.295538"
7020,"48.888802,2.335874"
7021,"48.872713,2.300951"
7022,"48.870238,2.396046"
7023,"48.865145,2.407384"
7024,"48.832821,2.351067"
7025,"48.841133,2.394186"
7026,"48.895528,2.359542"
7027,"48.873869,2.405039"
7028,"48.894044,2.384029"
7029,"48.818433,2.363535"
7030,"48.831855,2.321812"
7031,"48.869987,2.485898"
7032,"48.838622,2.308822"
7033,"46.704263,21.681338"
7034,"48.928376,2.361426"
7035,"48.834452,2.389481"
7036,"0.0,0.0"
7037,"48.859044,2.330942"
7038,"48.893777,2.383417"
7039,"48.856128,2.351492"
7040,"48.834441,2.389631"
7041,"48.891674,2.303891"
7042,"49.050106,2.413891"
7043,"48.855728,2.317818"
7044,"48.889951,2.382186"
7045,"48.82279,2.364553"
7046,"48.826948,2.370847"
7047,"48.841216,2.280594"
7048,"48.833901,2.243173"
7049,"48.834374,2.389674"
7050,"48.836227,2.292468"
7051,"48.843205,2.275978"
7052,"48.830512,2.303782"
7053,"48.834698,2.389878"
7054,"48.844286,2.345432"
7055,"48.838991,2.299132"
7056,"48.825558,2.377281"
7057,"48.886908,2.36095"
7058,"48.879614,2.314557"
7059,"48.85434,2.373435"
7060,"48.836169,2.260876"
7061,"48.868412,2.274489"
7062,"48.843171573,2.264694039"
7063,"48.848887,2.354954"
7064,"48.879503,2.384721"
7065,"48.860195,2.378212"
7066,"48.862029,2.270143"
7067,"48.838705,2.396448"
7068,"48.893939593,2.317716042"
7069,"48.883979,2.37409"
7070,"48.847026,2.318788"
7071,"48.856092,2.287376"
7072,"48.827907,2.299426"
7073,"48.877593,2.293279"
7074,"48.888799,2.362244"
7075,"48.859403,2.297331"
7076,"48.870966,2.33827"
7077,"48.855814,2.407636"
7078,"48.869363,2.313296"
7079,"48.826932,2.293078"
7080,"48.843448,2.346443"
7081,"48.86542195,2.342762738"
7082,"48.868899,2.275871"
7083,"48.848979,2.402811"
7084,"48.852751,2.290583"
7085,"48.837437,2.397851"
7086,"48.890967,2.345194"
7087,"48.891801,2.318835"
7088,"48.870936,2.283882"
7089,"48.854406,2.330529"
7090,"48.893538,2.345417"
7091,"48.877999,2.370433"
7092,"48.858746341,2.324916612"
7093,"48.877354,2.381033"
7094,"48.858455,2.284889"
7095,"48.821638,2.368521"
7096,"48.877069915,2.366315577"
7097,"48.833851348,2.406589957"
7098,"48.856053,2.407457"
7099,"48.869684,2.40015"
7100,"48.882016,2.336525"
7101,"48.820143506,2.339875798"
7102,"48.888691,2.335868"
7103,"48.843096,2.319324"
7104,"48.834919,2.326901"
7105,"48.855927792,2.269105536"
7106,"48.859827,2.383458"
7107,"48.846089,2.314194"
7108,"48.871492,2.392247"
7109,"48.888248,2.293568"
7110,"48.852589,2.407728"
7111,"48.8703214,2.3529256"
7112,"48.82479,2.304137"
7113,"48.846345,2.415504"
7114,"48.826929,2.36484"
7115,"48.864709,2.329188"
7116,"48.852114,2.299261"
7117,"48.856194559,2.292918965"
7118,"48.87083,2.387615"
7119,"48.873837,2.405097"
7120,"48.844795,2.35663"
7121,"48.878019,2.351521"
7122,"48.867597,2.325623"
7123,"48.852838,2.411808"
7124,"48.869625,2.299532"
7125,"48.873331,2.396316"
7126,"48.91212,2.361852"
7127,"48.842208,2.392861"
7128,"48.856315,2.407664"
7129,"48.826901,2.30696"
7130,"48.834403,2.389605"
7131,"49.03788,2.498616"
7132,"48.877032,2.285737"
7133,"48.834476,2.389594"
7134,"48.85929,2.348823"
7135,"48.85494,2.359158"
7136,"50.015016,2.043394"
7137,"48.834189,2.396803"
7138,"48.89833,2.382862"
7139,"48.873959,2.405191"
7140,"48.82612194,2.341142432"
7141,"48.86248,2.36928"
7142,"47.055371,21.906004"
7143,"48.898759667,2.223755833"
7144,"48.848947,2.413363"
7145,"48.848656,2.359031"
7146,"48.82716,2.367019"
7147,"48.894563,2.562904"
7148,"48.834571,2.389953"
7149,"48.83439,2.389819"
7150,"48.847621,2.263715"
7151,"48.834438,2.389953"
7152,"48.832427,2.380447"
7153,"48.86151123,2.341251202"
7154,"48.82381,2.329276"
7155,"48.867843,2.312053"
7156,"48.819096,2.329524"
7157,"48.948652,2.351638"
7158,"48.862882,2.306415"
7159,"48.853351,2.293908"
7160,"48.886576,2.171473"
7161,"48.859392,2.298346"
7162,"48.85078,2.343061"
7163,"48.86303,2.313774"
7164,"48.861878,2.311473"
7165,"48.869457,2.313109"
7166,"48.874236,2.37612"
7167,"48.89508,2.359592"
7168,"48.875769,2.309691"
7169,"48.850317,2.29731"
7170,"48.859257,2.345157"
7171,"48.882902,2.324037"
7172,"48.823633,2.322529"
7173,"48.831270531,2.387236668"
7174,"48.868705,2.349693"
7175,"48.86637,2.319367"
7176,"48.843726,2.259109"
7177,"48.868583,2.314221"
7178,"48.86487,2.301174"
7179,"48.886306,2.392813"
7180,"48.87662,2.379451"
7181,"48.845348975,2.282374819"
7182,"48.872767,2.396125"
7183,"48.844213,2.285594"
7184,"48.841437,2.315382"
7185,"48.866044,2.398365"
7186,"48.844063,2.355275"
7187,"48.83918,2.308314"
7188,"48.838438,2.27832"
7189,"48.85516,2.370362"
7190,"48.835542,2.28636"
7191,"48.854862,2.371805"
7192,"48.850082,2.346343"
7193,"48.861091,2.381432"
7194,"48.880353,2.362027"
7195,"48.843958,2.387102"
7196,"48.861073,2.383066"
7197,"48.859054257,2.278306211"
7198,"48.89874,2.366691"
7199,"48.87173,2.30592"
7200,"48.855929,2.354251"
7201,"48.837862,2.295184"
7202,"48.82703,2.293008"
7203,"48.828375,2.316825"
7204,"48.884872,2.37757"
7205,"48.843332847,2.287473789"
7206,"48.853877,2.400122"
7207,"48.830881926,2.377828115"
7208,"48.836326,2.280258"
7209,"48.830188,2.319913"
7210,"48.840232,2.278103"
7211,"48.872455,2.412083"
7212,"48.948336,2.332811"
7213,"48.834544,2.389726"
7214,"48.821135,2.319787"
7215,"48.832163,2.252726"
7216,"48.834373,2.389564"
7217,"48.8342865,2.3898906"
7218,"48.842411,2.294306"
7219,"48.851934,2.360638"
7220,"48.91341,2.342976"
7221,"48.87238,2.364293"
7222,"48.856814,2.378369"
7223,"48.860855,2.367386"
7224,"48.860803,2.325151"
7225,"48.8343743,2.3895398"
7226,"48.83449,2.389679"
7227,"48.925906,2.230196"
7228,"48.882034,2.339312"
7229,"48.887043,2.606725"
7230,"48.82077,2.361191"
7231,"48.823804,2.329262"
7232,"48.83763,2.397201"
7233,"48.833857,2.390203"
7234,"48.896481685,2.384449595"
7235,"48.944193,2.528365"
7236,"48.954913,2.489936"
7237,"48.822466,2.360533"
7238,"48.837851,2.295227"
7239,"48.830219,2.31995"
7240,"48.87763,2.476861"
7241,"48.818372,2.363527"
7242,"48.888546,2.377938"
7243,"48.850774,2.271519"
7244,"48.834272,2.389628"
7245,"48.834376,2.389842"
7246,"48.837534,2.280077"
7247,"48.847536,2.348668"
7248,"48.881125,2.358588"
7249,"48.875994,2.3211"
7250,"48.843464,2.275112"
7251,"48.839786,2.284776"
7252,"48.875508,2.32441"
7253,"48.863471,2.335111"
7254,"48.851827611,2.367750648"
7255,"48.869093,2.388127"
7256,"48.866654,2.376311"
7257,"48.871266,2.320146"
7258,"48.827184,2.367024"
7259,"48.8343613,2.3895112"
7260,"48.859445555,2.274620546"
7261,"48.88892,2.345529"
7262,"48.83434,2.389698"
7263,"48.860397,2.406869"
7264,"48.85236,2.381991"
7265,"48.884365,2.343834"
7266,"48.85552742,2.381909029"
7267,"48.895232608,2.327358261"
7268,"48.870967,2.283874"
7269,"48.859544,2.274584"
7270,"48.864131,2.330727"
7271,"48.862099,2.339837"
7272,"48.870988,2.2838"
7273,"48.883412,2.341634"
7274,"48.876606,2.301876"
7275,"48.891258,2.363307"
7276,"48.834395,2.390251"
7277,"48.873170438,2.283544168"
7278,"48.834725,2.353141"
7279,"48.874607,2.355702"
7280,"48.850684,2.271292"
7281,"48.840476,2.36881"
7282,"48.862543,2.273986"
7283,"48.858985,2.300619"
7284,"48.859058799,2.286973446"
7285,"48.842311,2.410861"
7286,"48.886183,2.37769"
7287,"48.879681,2.372744"
7288,"48.831464,2.292502"
7289,"48.847759,2.351784"
7290,"48.838407,2.340769"
7291,"48.847655,2.286336"
7292,"48.858575,2.384552"
7293,"48.850897,2.400794"
7294,"48.890221,2.362553"
7295,"48.903738,2.320349"
7296,"48.85135,2.308685"
7297,"48.846361,2.308473"
7298,"48.859473,2.318728"
7299,"48.845691,2.409984"
7300,"48.857043,2.304264"
7301,"48.848935,2.36516"
7302,"48.879608,2.293589"
7303,"48.830291,2.299703"
7304,"48.855271,2.39259"
7305,"48.868591,2.27313"
7306,"48.865103,2.407425"
7307,"48.865203,2.310084"
7308,"48.843048,2.402074"
7309,"48.834404,2.389667"
7310,"48.85676,2.347071"
7311,"48.86918,2.362883"
7312,"48.834491,2.389625"
7313,"48.838118,2.399056"
7314,"48.917265,2.404638"
7315,"48.842332,2.392754"
7316,"48.834488,2.389855"
7317,"48.83436,2.389854"
7318,"48.834176,2.389741"
7319,"48.832854,2.303125"
7320,"48.853491,2.298217"
7321,"48.84883,2.265091"
7322,"48.86863,2.355669"
7323,"48.834398,2.38967"
7324,"48.874484,2.393032"
7325,"48.888686,2.335836"
7326,"48.860108,2.285858"
7327,"48.881477,2.396466"
7328,"48.890109,2.324525"
7329,"48.894042,2.384057"
7330,"48.83457,2.389788"
7331,"48.834406,2.38967"
7332,"48.834458,2.389767"
7333,"48.855162,2.37334"
7334,"48.869225,2.494658"
7335,"48.870348,2.418935"
7336,"48.856987,2.402674"
7337,"48.882839,2.303051"
7338,"48.8917418,2.2998269"
7339,"48.832727,2.344622"
7340,"48.889648,2.398675"
7341,"48.875901,2.381051"
7342,"48.834313,2.389338"
7343,"48.834424,2.389588"
7344,"48.83445,2.389718"
7345,"48.785655,2.446223"
7346,"48.834373,2.389876"
7347,"48.820039,2.355874"
7348,"48.834346,2.38971"
7349,"48.836791,2.318593"
7350,"48.874382,2.326985"
7351,"48.91356,2.34298"
7352,"48.848998,2.265174"
7353,"48.827989,2.369447"
7354,"48.855051,2.319542"
7355,"48.808708,2.364231"
7356,"48.886832,2.346723"
7357,"48.884313,2.314581"
7358,"48.846337,2.282946"
7359,"48.855877,2.321075"
7360,"48.825648,2.311345"
7361,"48.879495,2.377471"
7362,"48.818833,2.32938"
7363,"48.886202,2.270174"
7364,"48.886256,2.285632"
7365,"48.895553,2.340109"
7366,"48.892126,2.349668"
7367,"48.896537,2.341834"
7368,"48.856002,2.293055"
7369,"48.8420461,2.3410298"
7370,"48.838357,2.300149"
7371,"48.835458,2.318124"
7372,"48.877297,2.369503"
7373,"48.853872,2.304675"
7374,"48.83679,2.318553"
7375,"48.853956,2.378619"
7376,"48.844969,2.286265"
7377,"48.845692,2.288047"
7378,"48.875713,2.383117"
7379,"48.851560207,2.274209684"
7380,"48.847432,2.286143"
7381,"48.866535,2.381411"
7382,"48.819815,2.350065"
7383,"48.893984,2.331791"
7384,"48.834432,2.333547"
7385,"48.834393,2.389551"
7386,"48.8414925,2.3866011"
7387,"48.837966,2.349392"
7388,"48.851714,2.311974"
7389,"48.854722,2.305385"
7390,"48.836521,2.310087"
7391,"48.848686,2.384503"
7392,"48.864933,2.332403"
7393,"48.864663,2.288773"
7394,"48.893539,2.345314"
7395,"48.861029,2.308406"
7396,"48.853843,2.339256"
7397,"48.85711,2.341671"
7398,"48.879077,2.287818"
7399,"48.878417,2.357812"
7400,"48.853519,2.4095"
7401,"48.885018,2.290913"
7402,"48.894269,2.353069"
7403,"48.864216,2.342387"
7404,"48.887927,2.327941"
7405,"48.855607,2.262261"
7406,"48.882145,2.333468"
7407,"48.831076,2.321448"
7408,"48.844707,2.356768"
7409,"48.894319,2.329782"
7410,"48.833357,2.317285"
7411,"48.834792,2.326881"
7412,"48.898843936,2.374398835"
7413,"48.869527,2.313097"
7414,"48.858297,2.347357"
7415,"48.898043,2.325262"
7416,"48.840626,2.265929"
7417,"48.895397,2.316699"
7418,"48.857395,2.399427"
7419,"48.824127,2.35284"
7420,"48.877245,2.389338"
7421,"48.834482,2.389727"
7422,"48.898868,2.22451"
7423,"48.834339,2.389889"
7424,"48.897889,2.311305"
7425,"49.010878,2.233951"
7426,"48.865253,2.348593"
7427,"48.830539,2.303982"
7428,"48.830526,2.299851"
7429,"48.834576,2.389754"
7430,"48.834472,2.389839"
7431,"48.879533,2.318424"
7432,"48.859563,2.282642"
7433,"48.834502,2.389654"
7434,"48.838774,2.404221"
7435,"48.834467,2.389757"
7436,"48.860114,2.29193"
7437,"48.8683872,2.3627725"
7438,"48.863677,2.399336"
7439,"48.834455,2.389762"
