,capacity,geo_point_2d
1823,7,"48.875242743823144,2.334622798539265"
1824,6,"48.83933362953491,2.2559045118903174"
1825,6,"48.8539246185883,2.3999597499147325"
1826,6,"48.83281469588468,2.3869205120430155"
1827,6,"48.85891593937408,2.3910743009941244"
1828,6,"48.85396738130874,2.3083976966511024"
1829,6,"48.85487953835051,2.30958490826028"
1830,6,"48.82473116331752,2.3198005999412796"
1831,6,"48.84025360321614,2.277978804246878"
1832,6,"48.86632211907065,2.391134023360838"
1833,6,"48.8428282543717,2.3278653594219336"
1834,6,"48.8507609195355,2.3307919297365176"
1835,6,"48.82747041561541,2.335549464548361"
1836,6,"48.87485362683649,2.284405179033894"
1837,6,"48.85165648185902,2.3013286813793945"
1838,6,"48.874944106426526,2.3019826384197355"
1839,8,"48.82292194841599,2.322036743481228"
1840,7,"48.84451732549962,2.3096285380250374"
1841,6,"48.85340210568436,2.291339077725096"
1842,6,"48.851659713441116,2.311712999914214"
1843,6,"48.88847620961928,2.297341803862222"
1844,6,"48.88637614922977,2.3479835350055844"
1845,6,"48.873940428915425,2.36231894102158"
1846,6,"48.846196507954744,2.3084860017225357"
1847,6,"48.88149666675966,2.388401080877922"
1848,6,"48.85802616477437,2.4032119631433932"
1849,6,"48.85951127178855,2.3576178296178463"
1850,5,"48.839299358296294,2.30505518925859"
1851,6,"48.88753659419707,2.304187638328233"
1852,6,"48.82506764931674,2.326539871656316"
1853,6,"48.86768234860736,2.3460779867598607"
1854,6,"48.84610074561554,2.3104010478718426"
1855,6,"48.8525796905036,2.36423356347257"
1856,9,"48.84215115973263,2.3005845554235806"
1857,5,"48.84576030664317,2.3949766044447944"
1858,6,"48.85634778376773,2.3731895920980097"
1859,6,"48.86764421844072,2.301070729594379"
1860,6,"48.89083890379928,2.3766017750489308"
1861,6,"48.83585165275769,2.338119669708965"
1862,6,"48.857780312563634,2.305935889344791"
1863,6,"48.84563002888804,2.280601100836416"
1864,5,"48.825974328234004,2.3003775548619716"
1865,6,"48.829610613043755,2.331091745784779"
1866,6,"48.87835999664778,2.3701994729675855"
1867,5,"48.88631366856043,2.3626803388477757"
1868,6,"48.87396460556695,2.3245065422296274"
1869,6,"48.84861333883575,2.320496895166577"
1870,6,"48.8367628145331,2.318627513712066"
1871,6,"48.871197086856924,2.3200410839924106"
1872,6,"48.88635382766038,2.3206304572397634"
1873,6,"48.88354256105529,2.294973108854003"
1874,5,"48.852840099257925,2.411749748882878"
1875,6,"48.849748255072406,2.2914354739470997"
1876,6,"48.8678552856972,2.336979126610801"
1877,6,"48.865512247451065,2.3768843807451288"
1878,6,"48.82514878611942,2.3576791901552463"
1879,6,"48.86170412429813,2.3775300254951466"
1880,5,"48.863909799061446,2.3824532558401335"
1881,5,"48.86483886850481,2.384883897986965"
1882,6,"48.865749400609914,2.360681471563208"
1883,12,"48.865622828589636,2.3401801889774085"
1884,6,"48.84240267696692,2.4009769318270466"
1885,7,"48.83768428460671,2.2755174627599475"
1886,6,"48.86079729831812,2.3534917016078527"
1887,8,"48.89027203544856,2.3545040675644895"
1888,6,"48.86345063186556,2.29622783447654"
1889,8,"48.851102043631954,2.34810762186364"
1890,6,"48.8570508485673,2.3099778306671244"
1891,6,"48.847857934009895,2.3021139471704037"
1892,6,"48.87638134185401,2.375714454507164"
1893,6,"48.8375447874777,2.2909993770901753"
1894,6,"48.852606804620095,2.329527274018646"
1895,5,"48.85529362711119,2.401388876601632"
1896,5,"48.89476546745618,2.349356863681984"
1897,5,"48.83819826709535,2.2783726277674154"
1898,6,"48.846755011973755,2.351437204736063"
1899,1,"48.834369031050514,2.41172988242009"
1900,6,"48.88966713392346,2.3534472992804196"
1901,6,"48.84667033705672,2.308579387463109"
1902,4,"48.872402174150714,2.3925662305932702"
1903,6,"48.86872563867444,2.338409648565008"
1904,6,"48.84079052380876,2.284234715286828"
1905,6,"48.838906346009125,2.3529791440642356"
1906,6,"48.89021673643344,2.3391019697729614"
1907,7,"48.88444205380923,2.296619507885152"
1908,6,"48.84617022487994,2.3141399322723406"
1909,6,"48.847408278327606,2.2860530679499207"
1910,6,"48.8772754106853,2.3451129090940905"
1911,6,"48.858478904900075,2.3533866652971516"
1912,6,"48.872028691962505,2.2907594607341353"
1913,6,"48.87145033739563,2.2847256986999303"
1914,6,"48.83470375213473,2.3861647346350723"
1915,6,"48.87514762861107,2.3379783007861685"
1916,6,"48.888181485186394,2.3211865214460907"
1917,6,"48.87658923585167,2.3452196949608277"
1918,6,"48.89516041319566,2.3527373627081167"
1919,6,"48.89133634902467,2.3472012423314954"
1920,6,"48.881045305939814,2.3038497719676414"
1921,6,"48.85365820892227,2.358156281316469"
1922,5,"48.884535301158884,2.368744355032132"
1923,6,"48.83343779944296,2.2960539568396836"
1924,6,"48.83917686144753,2.3805275522167153"
1925,5,"48.85505598943481,2.3933756403799844"
1926,5,"48.8791793985247,2.3744241149887393"
1927,6,"48.858303092409415,2.414594901284871"
1928,6,"48.846717907675014,2.379729429260308"
1929,6,"48.89075770223807,2.340641029888804"
1930,6,"48.87987686766783,2.3292872865902905"
1931,6,"48.88078304351708,2.3700408561555024"
1932,6,"48.87064633609104,2.3604467273366225"
1933,6,"48.87073755698732,2.361517702943261"
1934,6,"48.86607545772651,2.307472027201173"
1935,6,"48.889594963913005,2.3826963257154627"
1936,6,"48.87724509208769,2.339880586223712"
1937,6,"48.86679130098076,2.3024613991089677"
1938,6,"48.87058194901363,2.289549760235792"
1939,6,"48.871279771992285,2.2775835013163195"
1940,6,"48.851909191553204,2.3893125485582476"
1941,6,"48.852752341301226,2.3852793260487246"
1942,6,"48.853343272482405,2.398539804828946"
1943,6,"48.867805714827334,2.372754327430709"
1944,6,"48.834588273680126,2.3877513852848438"
1945,6,"48.841229508544394,2.2574826815112057"
1946,6,"48.849328117348094,2.338392705846157"
1947,6,"48.86475582050861,2.3666119792807874"
1948,6,"48.86435133169006,2.2822732460604644"
1949,6,"48.83630165127333,2.3014967566318534"
1950,6,"48.860666416861825,2.276915318919996"
1951,6,"48.87491374768777,2.2861920004167318"
1952,6,"48.85159039220166,2.300126036525541"
1953,6,"48.88135748744061,2.328395481258496"
1954,6,"48.85866332796918,2.373364691662143"
1955,7,"48.860248249588096,2.3863894472666094"
1956,6,"48.858668570547245,2.3895076223451115"
1957,7,"48.85800270798148,2.3856940569830294"
1958,6,"48.87112903913749,2.4009231370157726"
1959,7,"48.84642739907229,2.4061492229034998"
1960,6,"48.84744253406085,2.3467967935656913"
1961,6,"48.857339195628725,2.3290288003459607"
1962,6,"48.85532486690506,2.2823407335961496"
1963,6,"48.869928593264625,2.30001118859979"
1964,6,"48.841617239244925,2.282173143392003"
1965,6,"48.851561194183944,2.2742060064300866"
1966,6,"48.880362673941256,2.3166284069148797"
1967,6,"48.873247669643334,2.300070995101999"
1968,5,"48.83331555646656,2.369824474878339"
1969,6,"48.84422571076039,2.255729492537567"
1970,6,"48.86554928376258,2.279228655533264"
1971,6,"48.885309462637025,2.344396907874708"
1972,6,"48.884506830264314,2.3874119667941103"
1973,6,"48.89393212868377,2.3177329543101712"
1974,6,"48.88874196869967,2.335516324014048"
1975,6,"48.82639115986319,2.360044619390761"
1976,6,"48.85612185617517,2.365843756954177"
1977,6,"48.85260862653544,2.342237534461033"
1978,7,"48.829960769781444,2.3471043374030383"
1979,7,"48.84550579394219,2.3772177616598316"
1980,6,"48.883376095446025,2.2882820733162554"
1981,6,"48.87395318630492,2.3469454835910573"
1982,6,"48.841493262073556,2.3272950669026473"
1983,6,"48.82702834181612,2.381953065283869"
1984,5,"48.82883585567848,2.372558734040087"
1985,6,"48.846406803820315,2.280648527747381"
1986,6,"48.87296444176906,2.342793502110259"
1987,6,"48.85177164894683,2.31592797678788"
1988,8,"48.85660591216852,2.4091506937007505"
1989,6,"48.89196625467042,2.3499390581887605"
1990,6,"48.87707632882489,2.3132907953990505"
1991,6,"48.82431504390948,2.316386699895607"
1992,6,"48.874456170400954,2.3736490239579773"
1993,5,"48.8907380377077,2.3331353772636163"
1994,6,"48.845782526417096,2.3933154541417703"
1995,6,"48.86769281229716,2.336919015887837"
1996,6,"48.87275991486835,2.321197256582635"
1997,6,"48.8472317675544,2.3264630809336295"
1998,6,"48.87492439876873,2.3001930359550817"
1999,6,"48.879420998425665,2.3624081593995427"
2000,6,"48.89367438156912,2.3391242537802155"
2001,10,"48.8904863488077,2.3374808406652976"
2002,6,"48.86704882668563,2.287752384529137"
2003,6,"48.86996282658653,2.3339142328565323"
2004,6,"48.852474307517696,2.3406865070734386"
2005,6,"48.842448593514256,2.3363328187740806"
2006,6,"48.850574605695954,2.3614856703868417"
2007,6,"48.82455840312234,2.35822828981914"
2008,6,"48.82252799607302,2.367374073753101"
2009,6,"48.85303902819803,2.3370264502796"
2010,6,"48.85176439132733,2.3371752528827967"
2011,6,"48.8204371556923,2.3541979386507084"
2012,6,"48.829460721936975,2.34967815393224"
2013,7,"48.83136488335305,2.3488923861206037"
2014,6,"48.83887679255684,2.2762829495125505"
2015,6,"48.876876832029495,2.33506435067322"
2016,6,"48.83829697241226,2.4122312275907785"
2017,6,"48.859137706145674,2.3007047467641994"
2018,5,"48.87176036703653,2.3718005165408313"
2019,6,"48.840970835191975,2.2650999627352286"
2020,7,"48.86844686765618,2.3089662824458554"
2021,5,"48.86895884803822,2.3767417813618494"
2022,6,"48.85474545296338,2.295205268143282"
2023,5,"48.864853072281925,2.3064988647307914"
2024,5,"48.870983830735156,2.378950143354592"
2025,5,"48.88336305937486,2.3125344903887473"
2026,6,"48.88788607355855,2.3280016594385424"
2027,6,"48.85593339105284,2.378897057358055"
2028,6,"48.84358657348746,2.3097852426683443"
2029,6,"48.8624569332109,2.385388690656396"
2030,6,"48.820157929967166,2.339888672742709"
2031,5,"48.85048104314717,2.399398803977833"
2032,6,"48.84139033443001,2.353802792862964"
2033,5,"48.885633388668076,2.352885825307879"
2034,5,"48.84986239968276,2.3443343503192993"
2035,6,"48.886916027438765,2.308376770602322"
2036,6,"48.880256621624056,2.2856964307527035"
2037,6,"48.895024360308234,2.3637740783864856"
2038,7,"48.89125378925546,2.3638130521698395"
2039,6,"48.88181505158836,2.3055224356637973"
2040,9,"48.88631808863043,2.328133858009973"
2041,6,"48.88370160013785,2.3434482323324306"
2042,6,"48.88468514732289,2.3410977634564585"
2043,5,"48.87334359098588,2.352849618857363"
2044,6,"48.848514235076244,2.3786453341399727"
2045,6,"48.83557129867537,2.318345583339749"
2046,6,"48.88900711896629,2.3941416013840944"
2047,6,"48.84537582159974,2.352149681657665"
2048,6,"48.89439138044193,2.3405724065088616"
2049,6,"48.86688959302275,2.3632528146494765"
2050,6,"48.86803341585726,2.402013793467466"
2051,6,"48.84327197601292,2.4080912633192963"
2052,6,"48.83146302870835,2.3664332109995376"
2053,6,"48.827166998153494,2.3773599077816847"
2054,6,"48.88053388830126,2.2963222236909675"
2055,6,"48.85535379947563,2.37195519155154"
2056,6,"48.85478940275494,2.368082025819543"
2057,5,"48.847319277568225,2.398380452167652"
2058,5,"48.85225755065905,2.3888647525448503"
2059,5,"48.86153289453131,2.375932806945938"
2060,6,"48.882547038303414,2.3222002752200677"
2061,5,"48.86389455438349,2.3708140929917154"
2062,6,"48.83998418696702,2.285234051576971"
2063,4,"48.82743331252892,2.3217275095663585"
2064,7,"48.88579624728706,2.3945980585628384"
2065,6,"48.88704241651277,2.32286328917646"
2066,6,"48.88282286347066,2.293658539734358"
2067,6,"48.88251915824338,2.36427564118324"
2068,6,"48.87960021538816,2.3497357266585084"
2069,6,"48.88513871276331,2.3762296445497055"
2070,6,"48.87629688106942,2.3877279630973463"
2071,7,"48.87114551979615,2.370283159747523"
2072,6,"48.8452587947616,2.297914549018184"
2073,6,"48.874595197130596,2.3610979144140662"
2074,6,"48.88094632607288,2.3211511533605824"
2075,6,"48.8390611556211,2.3061278046606324"
2076,6,"48.871863082574485,2.2824681230258395"
2077,6,"48.84939229069627,2.390062197002022"
2078,6,"48.85579581466968,2.2647265334284508"
2079,6,"48.8569632157228,2.372407784940856"
2080,6,"48.84827700682982,2.328181509996315"
2081,6,"48.846176699158306,2.3298641156941655"
2082,6,"48.84723968919264,2.314926917555074"
2083,7,"48.85401910727185,2.4070230904176504"
2084,6,"48.83825807592742,2.3561361405163104"
2085,5,"48.842251014481995,2.2777103769778524"
2086,6,"48.83716084665956,2.3899612607797103"
2087,6,"48.85982977431929,2.3090772858203015"
2088,6,"48.84760444018048,2.2942297017474598"
2089,7,"48.81945550908453,2.326939869466136"
2090,6,"48.87430597036741,2.3174256241923925"
2091,6,"48.874011282790995,2.3380640030558686"
2092,12,"48.849485631469015,2.304100257425862"
2093,6,"48.865764103540386,2.292870183499707"
2094,6,"48.85784684728787,2.300303902398055"
2095,9,"48.8515233667495,2.347744009815146"
2096,6,"48.851717678939735,2.348815453557811"
2097,6,"48.888040316117916,2.2962405322155504"
2098,6,"48.86474931058412,2.3403645365526"
2099,6,"48.82980989867227,2.3541735388492944"
2100,7,"48.82799479701528,2.3845916994254925"
2101,6,"48.84593021300103,2.3196307212157072"
2102,6,"48.83192130754764,2.3528204625910094"
2103,7,"48.862568945449866,2.4033229156039972"
2104,6,"48.847564710483034,2.3509617905619438"
2105,6,"48.86537297999477,2.3602940028077892"
2106,6,"48.87484556018842,2.308484863815627"
2107,6,"48.853787067198084,2.2775933242922086"
2108,6,"48.85288810851736,2.298295491614747"
2109,6,"48.87209563461203,2.3257524800492617"
2110,6,"48.83206880548443,2.340853772481115"
2111,6,"48.8200308678108,2.361525826478839"
2112,6,"48.8622682070473,2.366488305705585"
2113,6,"48.87645119863527,2.3467641076433057"
2114,5,"48.886907221330524,2.360996950080781"
2115,6,"48.87955456658342,2.3418869684409906"
2116,6,"48.85437675697806,2.3560295394348927"
2117,6,"48.838573947537974,2.2946214089444767"
2118,6,"48.8675378707075,2.2995267452789507"
2119,5,"48.87649476792168,2.377900908117985"
2120,5,"48.88355855538463,2.33967691751043"
2121,6,"48.85918604811614,2.3181059437132965"
2122,5,"48.874645784974554,2.3727295971519675"
2123,5,"48.862116449808326,2.3993622976251077"
2124,5,"48.85530585776,2.3915255297118514"
2125,6,"48.83292470669683,2.2919635443917357"
2126,6,"48.83848926612044,2.3001063003071396"
2127,6,"48.831955349342174,2.339208341793466"
2128,5,"48.83879259175071,2.3369339623975702"
2129,6,"48.876356704015535,2.374323688203958"
2130,7,"48.833247711875245,2.4053886575109686"
2131,6,"48.84653121812757,2.3443099446999147"
2132,8,"48.88893635048437,2.362465191166318"
2133,6,"48.89810297904032,2.333719202984393"
2134,6,"48.89546257569434,2.3596072486486497"
2135,6,"48.88981120582546,2.384541866120179"
2136,6,"48.8691286397467,2.297542478995489"
2137,6,"48.893650692361284,2.3461084455756027"
2138,6,"48.8889620691028,2.3435505740701275"
2139,5,"48.8708256078545,2.3706626991501296"
2140,6,"48.8477646500481,2.3230982685359716"
2141,6,"48.825091914090535,2.3624710703152747"
2142,6,"48.85798920228287,2.3193889948693225"
2143,6,"48.858722953029215,2.3212581992651247"
2144,6,"48.854563889058916,2.319837013327912"
2145,6,"48.85173673744052,2.3270642416694964"
2146,5,"48.8748134911842,2.4048445167287755"
2147,6,"48.8344884705839,2.3335497557147025"
2148,6,"48.865168154294594,2.361927978368537"
2149,6,"48.852760744833375,2.3888615109042424"
2150,6,"48.89563908177248,2.338592916360066"
2151,6,"48.88364100507228,2.2820981265203"
2152,6,"48.88117577447857,2.2836154448443056"
2153,6,"48.88046703106519,2.349623154141936"
2154,6,"48.88299680291487,2.3347107564562477"
2155,6,"48.85041432188206,2.3019424713391"
2156,6,"48.876498173038385,2.342125848896475"
2157,6,"48.891056774260846,2.33155968673184"
2158,6,"48.84558242891772,2.3967088241624035"
2159,5,"48.88165459800682,2.299612821060609"
2160,6,"48.84061367981182,2.265969674911677"
2161,6,"48.8542115952087,2.297652986940068"
2162,6,"48.85382301090494,2.396599665572187"
2163,6,"48.86407280457801,2.406911110380434"
2164,6,"48.852618888226296,2.3293567488262563"
2165,6,"48.89053374262131,2.298335247747247"
2166,6,"48.83952618361117,2.3070888227267656"
2167,6,"48.85920686705475,2.3450607814424904"
2168,5,"48.86037138925327,2.361469592976505"
2169,6,"48.840185571718905,2.3483191055444816"
2170,6,"48.856163073006016,2.304486892335719"
2171,6,"48.85152621731842,2.2692189617116942"
2172,6,"48.8762759994219,2.372254596490323"
2173,6,"48.84530099386667,2.2606849415982087"
2174,6,"48.86633154303183,2.3016474683796093"
2175,6,"48.83787430432764,2.3523518494696876"
2176,6,"48.83337622524966,2.3156356075010494"
2177,11,"48.87025734238145,2.363451075390661"
2178,6,"48.87226763592816,2.3385299866106717"
2179,6,"48.887032949239625,2.3178363483361752"
2180,6,"48.84883171396022,2.3651876771149514"
2181,5,"48.871514012900676,2.3632706697626564"
2182,6,"48.85814871015791,2.391814360179954"
2183,6,"48.87940003629083,2.377482250162763"
2184,8,"48.833759588464936,2.2989292081156614"
2185,5,"48.867196434604416,2.356718156965704"
2186,6,"48.82018108574208,2.3543097294039117"
2187,5,"48.89263408462218,2.3355993489897044"
2188,6,"48.85882478964774,2.315258528640931"
2189,6,"48.891411370039144,2.3173513650544058"
2190,6,"48.83080026929067,2.3190887200248227"
2191,6,"48.846840656793354,2.3428956981520765"
2192,5,"48.8490024652262,2.4131550611720676"
2193,6,"48.88117269203848,2.349854651407207"
2194,6,"48.89509294721087,2.3211215004295584"
2195,6,"48.87695585275835,2.3853684530890775"
2196,6,"48.88945593010489,2.3988838291744847"
2197,6,"48.87128169172826,2.372317910745247"
2198,6,"48.879424039316135,2.304853204221603"
2199,6,"48.875285001901446,2.2985064147034775"
2200,6,"48.87704110702311,2.3111687811645196"
2201,7,"48.82532703866049,2.3142044629221874"
2202,6,"48.860455848683195,2.298737358580321"
2203,6,"48.85305035420869,2.388505909272613"
2204,6,"48.8535961665327,2.409582616533029"
2205,6,"48.85621744870391,2.37088964733342"
2206,6,"48.83513084734006,2.405138917176743"
2207,6,"48.839876690773266,2.3902751815350114"
2208,6,"48.85391723765597,2.3093500784058203"
2209,6,"48.865538115944645,2.36876530492429"
2210,6,"48.85256268967904,2.380163726748052"
2211,8,"48.87163442033714,2.3956918971759222"
2212,7,"48.86944828556618,2.3932885130198813"
2213,6,"48.86537822065518,2.3894573487630626"
2214,6,"48.85658089406397,2.3856728035302734"
2215,6,"48.86038537795172,2.406851467664883"
2216,6,"48.86911829425373,2.2717889795823156"
2217,6,"48.83228700801111,2.3986767050001316"
2218,7,"48.83702728901679,2.356055212973926"
2219,6,"48.87276688688363,2.399458766911779"
2220,6,"48.86000416523304,2.363306193374377"
2221,6,"48.86414905003122,2.3342595434325717"
2222,6,"48.85856166191826,2.38481373774238"
2223,7,"48.858446598299466,2.3871843310388994"
2224,6,"48.848523711720226,2.3742046474878395"
2225,6,"48.84669636222526,2.3792941734568593"
2226,7,"48.86242318097297,2.4062097775766067"
2227,6,"48.86516106987111,2.362894060652288"
2228,6,"48.857094213848185,2.3275122722139523"
2229,6,"48.84324811645807,2.281289391462142"
2230,6,"48.83934374029572,2.262406354342522"
2231,6,"48.82851272506382,2.303148243064683"
2232,6,"48.84859729135981,2.2891248108479947"
2233,6,"48.86730505411223,2.279625869418459"
2234,5,"48.836390951210404,2.3452015687280654"
2235,6,"48.89377429964307,2.373094438114852"
2236,6,"48.83195752173278,2.3651511595417465"
2237,6,"48.87366326448647,2.365045934405442"
2238,6,"48.84340240464174,2.2932390789760846"
2239,6,"48.86911201121499,2.4031351137777683"
2240,6,"48.85052290988521,2.33403354511054"
2241,6,"48.870545344285446,2.344437776767448"
2242,6,"48.82700472148669,2.2930095914015856"
2243,6,"48.84579843793131,2.3245444741358345"
2244,5,"48.85581709233532,2.3878154696769234"
2245,6,"48.864822705153976,2.331930229751869"
2246,6,"48.845869389036004,2.3777595458184964"
2247,6,"48.84695579169525,2.381502685423636"
2248,8,"48.857361861872086,2.3698719780158974"
2249,6,"48.869193092603986,2.3633753624728193"
2250,7,"48.86485658269038,2.340433310216743"
2251,6,"48.85942933048142,2.323132831513798"
2252,6,"48.858724999022755,2.3199344626228573"
2253,7,"48.893394514014425,2.3768661467892014"
2254,6,"48.8482265342504,2.401318986524713"
2255,6,"48.87433718033018,2.3024576731260655"
2256,6,"48.84519748607158,2.2587625778495264"
2257,6,"48.84980361246255,2.3956504706772153"
2258,5,"48.85749658728121,2.403936061157697"
2259,6,"48.86287955824594,2.4002725759826213"
2260,6,"48.850826589229364,2.3770356160934254"
2261,6,"48.86006537461669,2.309644217928992"
2262,6,"48.87152576835035,2.337808586401445"
2263,6,"48.86629413896451,2.3252768297869086"
2264,6,"48.86102282422037,2.283657887413562"
2265,6,"48.8312796518299,2.369313288087063"
2266,2,"48.82158647183804,2.321719005042599"
2267,6,"48.89257008375188,2.336667798248549"
2268,6,"48.84435293452258,2.3454116813637964"
2269,5,"48.85148733941269,2.331878007876611"
2270,6,"48.85347504917508,2.3400572380861075"
2271,6,"48.85155856729834,2.3392564851327577"
2272,6,"48.8241107375102,2.3528889701236877"
2273,5,"48.82395928318682,2.350481273237356"
2274,6,"48.86154820468606,2.384746768185621"
2275,7,"48.82926383472189,2.3794698176571782"
2276,6,"48.84113110269049,2.343983638974598"
2277,6,"48.82480275183536,2.313538286403579"
2278,6,"48.86766823945017,2.340927304328799"
2279,6,"48.841477773657196,2.3481746403074255"
2280,1,"48.82869130324639,2.369741484092397"
2281,13,"48.85495575905169,2.3504004245254078"
2282,8,"48.8673885609911,2.407423890860803"
2283,6,"48.84772446132507,2.3295833387615406"
2284,6,"48.831925312733176,2.3042619773935193"
2285,6,"48.83471458280616,2.4078440044805056"
2286,6,"48.899148816528424,2.337238310037552"
2287,6,"48.84801888638129,2.3930953375357604"
2288,6,"48.88974682864744,2.3286590499352227"
2289,6,"48.895595845946126,2.3264280833214843"
2290,6,"48.85359825073314,2.3578362747234345"
2291,6,"48.8369402125974,2.3091281101081718"
2292,6,"48.86114269921349,2.301328346945409"
2293,5,"48.85693259034198,2.342952244263537"
2294,8,"48.83454936188508,2.363726875118622"
2295,6,"48.84783083807448,2.305859717005328"
2296,6,"48.851890892369475,2.288819589989761"
2297,6,"48.839911822819474,2.2902343288634426"
2298,6,"48.85064067194468,2.3814518253135137"
2299,11,"48.87944307654908,2.3514592507196204"
2300,6,"48.869554673588176,2.336935637400125"
2301,6,"48.868575898300065,2.3996752860271915"
2302,6,"48.86515754886793,2.3558183183553343"
2303,5,"48.88955482776099,2.3680552542556077"
2304,5,"48.89177141888749,2.382235013725445"
2305,6,"48.846720832431295,2.373157440455513"
2306,6,"48.87458141796483,2.355480048282753"
2307,6,"48.86112182102736,2.388447115354397"
2308,6,"48.825597083518794,2.318917235730289"
2309,6,"48.86583414672933,2.3723743493868517"
2310,5,"48.85768324859991,2.3918635013539347"
2311,6,"48.82599497143071,2.322496264376092"
2312,6,"48.82865075064505,2.3081894375647973"
2313,6,"48.856412533271694,2.3314820846431927"
2314,6,"48.849721274736716,2.344996776528644"
2315,6,"48.875393724904015,2.381747183369876"
2316,6,"48.870789991067305,2.3212846238975513"
2317,6,"48.888808705895826,2.345580466040012"
2318,6,"48.86868468699774,2.291184860588313"
2319,6,"48.893524588128955,2.344888431612705"
2320,6,"48.822513226430466,2.367404491566516"
2321,6,"48.85354802615125,2.339272859368024"
2322,8,"48.84859038042437,2.3770974739898794"
2323,6,"48.8275886617761,2.377035071233536"
2324,6,"48.86742572901372,2.340632774337822"
2325,6,"48.832710711102536,2.31435309627294"
2326,6,"48.88086787979843,2.3177943787610094"
2327,8,"48.875418224750454,2.2967542031169215"
2328,7,"48.837656798838545,2.30971106831671"
2329,6,"48.8714712818273,2.293206400439125"
2330,6,"48.854992267630564,2.265791500641471"
2331,6,"48.84972017716562,2.3267772463948013"
2332,6,"48.84700761346103,2.330077405573175"
2333,6,"48.82216134881218,2.3147583507038676"
2334,6,"48.83908826115168,2.26519627137302"
2335,5,"48.83413946730854,2.314099253655447"
2336,6,"48.86698856423949,2.373357403463205"
2337,6,"48.85906219776341,2.370286510249411"
2338,6,"48.84298964914012,2.383328869529216"
2339,5,"48.856980595111814,2.4043701598820233"
2340,7,"48.872257120801045,2.397697349581543"
2341,6,"48.840059746988594,2.390678631912105"
2342,6,"48.849494961180895,2.31917821929471"
2343,6,"48.83593502587165,2.3997750663105513"
2344,6,"48.85351020753638,2.3144820945113964"
2345,6,"48.852581554996036,2.299700927952319"
2346,6,"48.88047844053395,2.3271681780759863"
2347,6,"48.88129404909028,2.3272074671993486"
2348,6,"48.8383219114269,2.3714825034459692"
2349,6,"48.85025271992074,2.297249633180799"
2350,6,"48.87427914519176,2.3102174422978936"
2351,6,"48.86631361667397,2.273403728307143"
2352,6,"48.83495405389093,2.3737650610899323"
2353,6,"48.87446924897038,2.3049771678283637"
2354,6,"48.87525397979888,2.318530165970554"
2355,6,"48.86524901287055,2.275012129477651"
2356,6,"48.87901011421023,2.3016391019660443"
2357,6,"48.884577744360236,2.3448919371538133"
2358,7,"48.825848924788865,2.3537557307161223"
2359,7,"48.86110065980085,2.3857031435360616"
2360,6,"48.86039870833918,2.378834864484381"
2361,6,"48.86983428809394,2.4106325402023328"
2362,6,"48.845446398131344,2.380813536705548"
2363,6,"48.867379488582564,2.4057209600447917"
2364,7,"48.87004488291654,2.3347772060199374"
2365,6,"48.848800860177846,2.3473764405325315"
2366,7,"48.828352462775555,2.37308903310169"
2367,6,"48.83617848161756,2.292533070445184"
2368,6,"48.87085701357514,2.3232334975293343"
2369,5,"48.83171242475381,2.3244406295161144"
2370,6,"48.868027746904374,2.3026660327931316"
2371,6,"48.84285176174116,2.296631049535105"
2372,6,"48.832189770805,2.3718574175465066"
2373,9,"48.866632237630476,2.325660446637158"
2374,6,"48.84167624068625,2.325180560563715"
2375,6,"48.869544459078554,2.342296448990529"
2376,6,"48.87171193734168,2.2986520636510956"
2377,6,"48.85124508975185,2.3068138850061386"
2378,9,"48.84694214479501,2.3418735244801687"
2379,5,"48.87586909674186,2.411094661648765"
2380,6,"48.86477536474849,2.3878528417347096"
2381,6,"48.85665258167756,2.30893691796754"
2382,6,"48.840766818441494,2.3366990989658367"
2383,6,"48.866359255999264,2.334957107715009"
2384,6,"48.85428517533087,2.3734430792481627"
2385,6,"48.84707535511841,2.278997013420884"
2386,6,"48.84601220431764,2.3237277557159723"
2387,6,"48.83541513429912,2.302201740668744"
2388,6,"48.88500087403207,2.2956947765753863"
2389,6,"48.883488972519366,2.2931303403201735"
2390,6,"48.83400779486911,2.3888948140357624"
2391,6,"48.86900883155125,2.3334216763693356"
2392,7,"48.88140966598003,2.3742935838755823"
2393,6,"48.82871745325873,2.3811279744803215"
2394,8,"48.86968701405656,2.331543288008357"
2395,7,"48.83196793742584,2.3498291643557723"
2396,6,"48.83023495901098,2.370299434981507"
2397,6,"48.849686593713685,2.3479658794697063"
2398,6,"48.867664524551145,2.3425908464015635"
2399,6,"48.88671835789246,2.3131579068697143"
2400,6,"48.89074881085931,2.363238197961313"
2401,7,"48.883426147612475,2.3074608211647423"
2402,6,"48.85400479700156,2.3754156297547517"
2403,6,"48.85616550630629,2.3270924798393215"
2404,6,"48.87340513725236,2.3779616367047733"
2405,6,"48.859235356342474,2.3052882467922577"
2406,6,"48.843236957402794,2.35275455008219"
2407,6,"48.86409461468231,2.373749706239462"
2408,6,"48.866943302582186,2.3616667697060314"
2409,5,"48.882423753144295,2.3330794991499455"
2410,6,"48.84692146737001,2.36924000671653"
2411,6,"48.83428043967576,2.3873348611959235"
2412,6,"48.84992622441557,2.384252062221345"
2413,6,"48.843630278895496,2.351529355867796"
2414,6,"48.88244932764067,2.3208719760115315"
2415,6,"48.87952280537619,2.348249276615937"
